Address,Price,Bedrooms,Bathrooms,Square Footage,Home Type
"62 Kent Rd, Toronto, ON M4L 2X6","C$995,000",3 bds,2 ba,N/A,N/A
"200 Russell Hill Rd #502, Toronto, ON M4V 0B6","C$16,995,000",6 bds,7 ba,N/A,N/A
"45 Oldham Rd, Toronto, ON M9A 2B9","C$1,629,000",4 bds,3 ba,N/A,N/A
"29 Portico Dr, Toronto, ON M1G 3R5","C$1,249,999",7 bds,4 ba,N/A,N/A
"5765 Yonge St #1204, Toronto, ON M2M 4H9","C$598,800",3 bds,2 ba,N/A,N/A
"167 Wineva Ave, Toronto, ON M4E 2T5","C$1,649,900",4 bds,4 ba,N/A,N/A
"10 Gateway Blvd #402, Toronto, ON M3C 3A1","C$499,000",2 bds,2 ba,N/A,N/A
"2200 Lake Shore Blvd W #818, Toronto, ON M8V 1A4","C$530,000",1 bd,1 ba,N/A,N/A
"8 Rosebank Dr #7H, Toronto, ON M1B 5Z3","C$528,000",2 bds,1 ba,N/A,N/A
"31 Antler St, Toronto, ON M6P 3R2","C$1,099,900",5 bds,2 ba,N/A,N/A
"799 Midland Ave, Toronto, ON M1K 4E8",C$1,4 bds,3 ba,N/A,N/A
"130 Neptune Dr #607, Toronto, ON M6A 1X5","C$539,333",3 bds,2 ba,N/A,N/A
"70 Annie Craig Dr #4802, Toronto, ON M8V 0G2","C$769,800",2 bds,2 ba,N/A,N/A
"557 Logan Ave, Toronto, ON M4K 3B6","C$799,000",3 bds,2 ba,N/A,N/A
"302 Richview Ave, Toronto, ON M5P 3G5","C$2,799,000",4 bds,5 ba,N/A,N/A
"1 Monarchdale Ave, Toronto, ON M6M 2S6","C$849,900",4 bds,3 ba,N/A,N/A
"5 Wray Ct, Toronto, ON M9V 4K4","C$799,990",4 bds,3 ba,N/A,N/A
"56 Branstone Rd, Toronto, ON M6E 4E4","C$1,150,000",3 bds,2 ba,N/A,N/A
"16 Yonge St SUITE 4006, Toronto, ON M5E 2A3","C$1,649,999",3 bds,2 ba,"1,266 sqft",N/A
"5 Mabelle Ave #2328, Toronto, ON M9A 0C8","C$749,000",3 bds,2 ba,N/A,N/A
"437 Westmount Ave, Toronto, ON M6E 3N4","C$799,000",4 bds,2 ba,N/A,N/A
"35 Kirkdene Dr, Toronto, ON M1C 3A5","C$1,246,000",4 bds,4 ba,N/A,N/A
"136 Collier St, Toronto, ON M4W 1M3","C$1,850,000",5 bds,3 ba,N/A,N/A
"130 Morningview Trl, Toronto, ON M1B 5L2","C$1,349,000",6 bds,4 ba,N/A,N/A
"2800 Warden Ave #1004, Toronto, ON M1W 3Z6","C$399,900",2 bds,2 ba,N/A,N/A
"4737 Jane St, Toronto, ON M3N 2K8","C$499,000",4 bds,2 ba,N/A,N/A
"28 Fishleigh Dr, Toronto, ON M1N 1G9","C$1,299,000",6 bds,4 ba,N/A,N/A
"4673 Jane St #318, Toronto, ON M3N 2L1","C$330,000",2 bds,1 ba,N/A,N/A
"850 Danforth Rd, Toronto, ON M1K 1H5","C$799,900",5 bds,2 ba,N/A,N/A
"303 Maria St, Toronto, ON M6P 1W6","C$799,000",2 bds,2 ba,N/A,N/A
"631 Richmond St W, Toronto, ON M6J 1C2","C$799,000",3 bds,1 ba,N/A,N/A
"90 Broadview Ave #526, Toronto, ON M4M 0A7","C$689,000",2 bds,1 ba,N/A,N/A
"18 Burnt Log Cres, Toronto, ON M9C 2J8","C$1,999,999",4 bds,3 ba,"3,180 sqft",N/A
"10 De Boers Dr #905, Toronto, ON M3J 0L6","C$499,000",2 bds,1 ba,N/A,N/A
"825 Adelaide St W, Toronto, ON M6J 1B5","C$1,599,000",3 bds,2 ba,N/A,N/A
"15 Edenbrook Hl, Toronto, ON M9A 3Z7","C$7,750,000",5 bds,7 ba,N/A,N/A
"10 Deerlick Ct #518, Toronto, ON M3A 0A7","C$599,990",2 bds,2 ba,N/A,N/A
"11 Wellesley St W #4711, Toronto, ON M4Y 0G4","C$714,900",1 bd,1 ba,N/A,N/A
"37 Saint Andrews Gdns, Toronto, ON M4W 2C9","C$6,495,000",6 bds,5 ba,N/A,N/A
"295 Downsview Park Blvd, Toronto, ON M3K 0B6","C$995,000",5 bds,4 ba,N/A,N/A
"8 Colborne St #PENTHOUSE 2701, Toronto, ON M5E 1E1","C$3,495,000",5 bds,4 ba,N/A,N/A
